OHE Mast,Latitude,Longitude
972/15  ,24.8971,81.41495167
972/14  ,24.915,81.41525
972/13  ,24.9325,81.41554167
972/12  ,24.9504,81.41584
972/10  ,24.9851,81.41641833
972/9   ,25.0038,81.41673
972/8   ,25.0266,81.41711
972/7   ,25.0563,81.417605
972/6   ,25.0858,81.41809667
972/5   ,25.1156,81.41859333
972/4   ,25.1429,81.41904833
972/3   ,25.1722,81.41953667
972/2   ,25.198,81.41996667
972/1   ,25.2218,81.42036333
971/17  ,25.2465,81.420775
971/16  ,25.2765,81.421275
971/15  ,25.3062,81.42177
971/14  ,25.3345,81.42224167
971/13  ,25.3584,81.42264
971/12  ,25.376,81.42293333
971/11  ,25.3955,81.42325833
971/10  ,25.4163,81.423605
971/9   ,25.4396,81.42399333
971/8   ,25.4708,81.42451333
971/7   ,25.5032,81.42505333
971/6   ,25.5313,81.42552167
971/5   ,25.564,81.42606667
971/4   ,25.599,81.42665
971/3   ,25.6315,81.42719167
971/2   ,25.664,81.42773333
971/1   ,25.6935,81.428225
969/18A ,26.2561,81.43760167
969/17A ,26.2893,81.438155
970/20  ,25.7199,81.428665
970/19  ,25.7447,81.42907833
970/18  ,25.769,81.42948333
970/17  ,25.7934,81.42989
970/16  ,25.8161,81.43026833
970/15  ,25.8417,81.430695
970/9   ,26.0202,81.43367
970/8   ,26.0426,81.43404333
970/7A  ,26.0607,81.434345
970/6A  ,26.0859,81.434765
970/5   ,26.1136,81.43522667
970/4A  ,26.1376,81.43562667
970/3A  ,26.1693,81.436155
970/2A  ,26.1955,81.43659167
970/1A  ,26.2264,81.43710667
970/14  ,25.8667,81.43111167
970/13  ,25.8984,81.43164
970/12  ,25.9288,81.43214667
970/11  ,25.9646,81.43274333
970/10  ,25.9937,81.43322833
970/9    ,24.4972,81.40828667
969/16A ,26.3227,81.08537833
969/15A ,26.3569,81.08548833
969/14A ,26.3928,81.085585
969/13A ,26.4267,81.08571167
969/12A ,26.4617,81.085815
969/11A ,26.4897,81.08591333
969/10A ,26.507,81.08596333
969/9   ,26.5296,81.08604
969/8A  ,26.5512,81.08610667
969/7A  ,26.5735,81.086175
969/6A  ,26.5997,81.08628667
969/5   ,26.628,81.08640167
969/4   ,26.6611,81.08653667
969/3   ,26.6927,81.08666167
969/2   ,26.724,81.08677667
969/1   ,26.7551,81.086875
968/21  ,27.3247,81.08519167
968/20  ,26.7837,81.08694167
968/19  ,26.8059,81.08699
968/18  ,26.8269,81.08703333
968/17  ,26.8492,81.08707
968/16  ,26.868,81.08708167
968/15  ,26.8845,81.08708
968/14  ,26.9015,81.08704667
968/13  ,26.9189,81.08699167
968/12  ,26.9388,81.08689167
968/11  ,26.9609,81.086745
968/10  ,26.9919,81.08652
968/9   ,27.0191,81.08633333
968/8   ,27.0458,81.08616333
968/7   ,27.0729,81.08600167
968/6   ,27.0984,81.08587667
968/5   ,27.1225,81.085785
968/4   ,27.1546,81.08567333
968/3   ,27.1902,81.08558667
968/2   ,27.2238,81.08549833
968/1   ,27.2607,81.08538833
967/22  ,27.2964,81.08528
967/20  ,27.3436,81.08513
967/19  ,27.3596,81.08505333
